raw_text,cleaned_text,domain,sentiment,intensity,intensity_level
看看谁来咱们家啦[奥特曼][奥特曼]当陈真、火云邪神、蛤蟆神功近距离接触时，还是相当穿越[钱][钱][浮云][浮云][围观][围观]，可怎么感觉亮点在别处呢？杨桃的王姐，你怎么看[思考][嘻嘻]？感谢贵客对#杨桃院子?中华红墨店#与@内存再设计的力量 的环保广告布箱包的认同与喜爱！,看看谁来咱们家啦 奥特曼 奥特曼 当陈真 火云邪神 蛤蟆神功近距离接触时 还是相当穿越 钱 钱 浮云 浮云 围观 围观 可怎么感觉亮点在别处呢 杨桃的王姐 你怎么看 思考 嘻嘻 感谢贵客对与 的环保广告布箱包的认同与喜爱,WEIBO,1,5.0,5
千年古镇-西塘，今天上午我们会员100多人浩浩荡荡去走了一遭[嘻嘻]…,千年古镇 西塘 今天上午我们会员100多人浩浩荡荡去走了一遭 嘻嘻,WEIBO,1,5.0,5
"难吃,还一堆青菜要自己拌",难吃 还一堆青菜要自己拌,WAIMAI,0,5.0,5
订了三碗粥，三份分量都不一样坑,订了三碗粥 三份分量都不一样坑,WAIMAI,0,1.6,2
很快，跟在店里吃基本无差,很快 跟在店里吃基本无差,WAIMAI,1,0.7,1
D面散热不知道怎么搞的 晕 不过还好CPU 硬盘什么的温度还可以 除了主散热，其他的散热片不是铜的 屏幕下方契合不严,D面散热不知道怎么搞的 晕 不过还好CPU 硬盘什么的温度还可以 除了主散热 其他的散热片不是铜的 屏幕下方契合不严,ChnSentiCorp,0,5.0,5
真心太慢了～～～～,真心太慢了,WAIMAI,0,0.4,0
幼儿园的老师更应该看。孩子大多时间还是在幼儿园，在幼儿园里经历的一些事可能会影响孩子的性格甚至一生。如果幼教都能领悟蒙特梭利的育儿法，真正让孩子做主。真正爱孩子。对孩子有极大的耐心，我相信我们的小苗苗都能长成参天大树的；我们明天的栋梁会让我们中国更加强大。,幼儿园的老师更应该看 孩子大多时间还是在幼儿园 在幼儿园里经历的一些事可能会影响孩子的性格甚至一生 如果幼教都能领悟蒙特梭利的育儿法 真正让孩子做主 真正爱孩子 对孩子有极大的耐心 我相信我们的小苗苗都能长成参天大树的 我们明天的栋梁会让我们中国更加强大,ChnSentiCorp,1,5.0,5
守时守信！非常好的骑士,守时守信 非常好的骑士,WAIMAI,1,5.0,5
毛血旺辣度正合适，料很足，比眉州的性价比更高,毛血旺辣度正合适 料很足 比眉州的性价比更高,WAIMAI,1,2.2,2
#与食巨近# 立冬吃饺子，冬至吃饺子，元旦吃饺子，过年吃饺子，初五吃饺子，来年立秋还要吃饺子，懂么？[衰] 因为饺子是源于“交子之时”的说法，有新旧交替之意，立冬是秋冬之交，过年是岁末之交，你最爱哪个馅的饺子？[馋嘴],立冬吃饺子 冬至吃饺子 元旦吃饺子 过年吃饺子 初五吃饺子 来年立秋还要吃饺子 懂么 衰 因为饺子是源于 交子之时 的说法 有新旧交替之意 立冬是秋冬之交 过年是岁末之交 你最爱哪个馅的饺子 馋嘴,WEIBO,0,5.0,5
"日本人真的是超多,老酒店房间布局还可以，就是地毯怪味太多,房间空气不太好，窗户不好打开。服务还行，交通方便，去火车站、快轨、景点都很方便，就是在火车站旁边环境比较乱。房间价格稍贵，基本上还比较有竞争力。",日本人真的是超多 老酒店房间布局还可以 就是地毯怪味太多 房间空气不太好 窗户不好打开 服务还行 交通方便 去火车站 快轨 景点都很方便 就是在火车站旁边环境比较乱 房间价格稍贵 基本上还比较有竞争力,ChnSentiCorp,1,4.1,4
刚“塞”完晚饭，摸着肚皮看电视；正赶上播着“舌尖上的中国”，花牛的嘴又饿了[馋嘴][抓狂][抓狂],刚 塞 完晚饭 摸着肚皮看电视 正赶上播着 舌尖上的中国 花牛的嘴又饿了 馋嘴 抓狂 抓狂,WEIBO,0,5.0,5
"经常有人问我：“你是怎么把这么多各色的人凑到一起的？”我真无法回答~有一天，一个最各的朋友说:""你这人和别人不一样，挺各的！""天，原来每个人的都觉得自己是正常的！[衰]",经常有人问我 你是怎么把这么多各色的人凑到一起的 我真无法回答 有一天 一个最各的朋友说 你这人和别人不一样 挺各的 天 原来每个人的都觉得自己是正常的 衰,WEIBO,0,4.3,4
味道超级棒,味道超级棒,WAIMAI,1,2.2,2
为什么圣代没有勺子？,为什么圣代没有勺子,WAIMAI,1,2.5,2
耶！可以接着赚钱钱！ //@玄宗1911:回复 @冬日夏? :太欢乐了！[嘻嘻] // @冬日夏? :简总，我爱你。,耶 可以接着赚钱钱 太欢乐了 嘻嘻 简总 我爱你,WEIBO,1,2.1,2
今天米饭夹生.,今天米饭夹生,WAIMAI,0,1.9,2
离着近自取的，百度外卖合适。好吃。,离着近自取的 百度外卖合适 好吃,WAIMAI,1,2.6,3
【那些年我们错过的发财机会[泪] 】2001年：B股，2002年：商铺，2003年：住宅，2004年：网店，2005年：股市，2006年：基金，2007：艺术品，2008年：读MBA，2009年：黄金，2010年：金银币 2011年没有，2012年：大葱！以上你错过了哪一些？[黑线],那些年我们错过的发财机会 泪 2001年 B股 2002年 商铺 2003年 住宅 2004年 网店 2005年 股市 2006年 基金 2007 艺术品 2008年 读MBA 2009年 黄金 2010年 金银币 2011年没有 2012年 大葱 以上你错过了哪一些 黑线,WEIBO,0,5.0,5
"2/17除夕夜订房预订240标间感觉不错!所以2/25再次入住提升为豪标270元,没想到...房间竟比前一次的标间还要小,淋浴间更小到无法转身,连梳妆台,衣橱也都全消失没有了,向前台反应,怎跟前次住的房型还要糟糕~服务员回应不仅态度恶劣,更以前次入住的房间门锁坏了的理由不给转房~我与女友一气之下,索性于次日凌晨5点多赶紧退房,搬到中央大街诺曼弟酒店入住套房,虽房价多贴20多元,房型却比这""烂远达""大上3倍之多,诺曼弟酒店不仅地段好(若从远达打D到中央大街还要多花14元 ~""~),前台服务更好!...奉劝各位要入住远达的网友,千万要三思阿!",2 17除夕夜订房预订240标间感觉不错 所以2 25再次入住提升为豪标270元 没想到 房间竟比前一次的标间还要小 淋浴间更小到无法转身 连梳妆台 衣橱也都全消失没有了 向前台反应 怎跟前次住的房型还要糟糕 服务员回应不仅态度恶劣 更以前次入住的房间门锁坏了的理由不给转房 我与女友一气之下 索性于次日凌晨5点多赶紧退房 搬到中央大街诺曼弟酒店入住套房 虽房价多贴20多元 房型却比这 烂远达 大上3倍之多 诺曼弟酒店不仅地段好 若从远达打D到中央大街还要多花14元 前台服务更好 奉劝各位要入住远达的网友 千万要三思阿,ChnSentiCorp,0,5.0,5
@老陆88 转告某位老人家 //@近倩Ginger:桃桃最爱啊。[泪] //@潘石屹: 我就喜欢吃萨琪玛，这也不能吃了？//@长盛:我我我我我我我，算了。,转告某位老人家 我就喜欢吃萨琪玛 这也不能吃了,WEIBO,0,1.6,2
点了霸王鸡条根本没给，番茄酱也没配，什么玩意！操！,点了霸王鸡条根本没给 番茄酱也没配 什么玩意 操,WAIMAI,0,2.7,3
很明显携程的客人没有受到礼遇。用了8年的携程，第一次怀疑是否有必要继续用携程。 2星期前预订的是大床豪华客房要求面对泳池，两大一小，下午3点托人办手续入住居然给了一个1.5米床的单间，至11点回酒店时发现不对经交涉才换了一间边远地带对着住宅的两张单床豪客，理由是有会议没房了；晚上11点拖着行李箱和一只伤脚还带着闹着要睡觉的小孩在酒店奔来奔去绝对令人愤怒。 致电要求大堂副理上门解释没有下文，向携程投诉的结果是酒店不会道歉不会免费升级不会减免房费但可以免费送个果盘……靠！当咱是讨饭的呵！ 这种服务态度不会再来了！当然酒店可能一样不在乎你携程的客人来不来。,很明显携程的客人没有受到礼遇 用了8年的携程 第一次怀疑是否有必要继续用携程 2星期前预订的是大床豪华客房要求面对泳池 两大一小 下午3点托人办手续入住居然给了一个1 5米床的单间 至11点回酒店时发现不对经交涉才换了一间边远地带对着住宅的两张单床豪客 理由是有会议没房了 晚上11点拖着行李箱和一只伤脚还带着闹着要睡觉的小孩在酒店奔来奔去绝对令人愤怒 致电要求大堂副理上门解释没有下文 向携程投诉的结果是酒店不会道歉不会免费升级不会减免房费但可以免费送个果盘 靠 当咱是讨饭的呵 这种服务态度不会再来了 当然酒店可能一样不在乎你携程的客人来不来,ChnSentiCorp,0,2.0,2
"这本书是在姐姐家看到的立刻就爱上了它!因为内容实在太有趣了!买回来后给二岁半的儿子读儿子咯咯地笑个不停,因为书中有好几处笑点.比如小蚯蚓逗蜘蛛笑,结果蜘蛛因为笑的太厉害掉在地上了;比如小蚯蚓的姐姐因为爱美总是照镜子,小蚯蚓看到了就说:无论您怎样照,你的脸永远和你的屁股长的一个样时,我儿子笑的就更厉害了.太有趣了,快买给孩子看吧!",这本书是在姐姐家看到的立刻就爱上了它 因为内容实在太有趣了 买回来后给二岁半的儿子读儿子咯咯地笑个不停 因为书中有好几处笑点 比如小蚯蚓逗蜘蛛笑 结果蜘蛛因为笑的太厉害掉在地上了 比如小蚯蚓的姐姐因为爱美总是照镜子 小蚯蚓看到了就说 无论您怎样照 你的脸永远和你的屁股长的一个样时 我儿子笑的就更厉害了 太有趣了 快买给孩子看吧,ChnSentiCorp,1,5.0,5
"房间是新装修的,用的是浅色调,感觉很温馨,布局较合理,显的比较宽敞.酒店选用的布草很讲究,放在手里感觉到厚实,柔软.服务周到,特别是本人出差带的衣服较多,服务员可以考虑客人的实际需要,随时增加衣架.酒店的饭菜做的有特色,去过不同的楼层,都是满意而归.虽然酒店在细节上有过人之处,但如果在某些地方再改进一下,完全可以和当地的四,五星酒店媲美,如卫生间放置小挂钩可以挂",房间是新装修的 用的是浅色调 感觉很温馨 布局较合理 显的比较宽敞 酒店选用的布草很讲究 放在手里感觉到厚实 柔软 服务周到 特别是本人出差带的衣服较多 服务员可以考虑客人的实际需要 随时增加衣架 酒店的饭菜做的有特色 去过不同的楼层 都是满意而归 虽然酒店在细节上有过人之处 但如果在某些地方再改进一下 完全可以和当地的四 五星酒店媲美 如卫生间放置小挂钩可以挂,ChnSentiCorp,1,5.0,5
十一点半下单，显示十二点四十送达，结果一点半才送到！！,十一点半下单 显示十二点四十送达 结果一点半才送到,WAIMAI,0,3.1,3
在经历过了汤口宾馆和西海饭店的待遇后，国脉无疑是一个惊喜。房间宽敞整洁，起码能保证睡一个好觉。放在其他城市，可能国脉还够不上四星级，但如果西海饭店之流都能算四星级的话，国脉真的算是性价比超高了。地理位置也好，价钱也便宜，是此次黄山之行最满意的酒店。,在经历过了汤口宾馆和西海饭店的待遇后 国脉无疑是一个惊喜 房间宽敞整洁 起码能保证睡一个好觉 放在其他城市 可能国脉还够不上四星级 但如果西海饭店之流都能算四星级的话 国脉真的算是性价比超高了 地理位置也好 价钱也便宜 是此次黄山之行最满意的酒店,ChnSentiCorp,1,5.0,5
味道一级棒，就是配送太慢了,味道一级棒 就是配送太慢了,WAIMAI,1,3.8,4
外卖小哥特别热情特别好！～,外卖小哥特别热情特别好,WAIMAI,1,5.0,5
内存小，才1G，不是独立显卡，无摄像头，硬盘不是320G。接口布局不是很方便，不过要像普普那么布置的话，估计散热不好。要追求独立显卡、摄像头的，又不是这个价格了。VISTA系统用着很不爽。,内存小 才1G 不是独立显卡 无摄像头 硬盘不是320G 接口布局不是很方便 不过要像普普那么布置的话 估计散热不好 要追求独立显卡 摄像头的 又不是这个价格了 VISTA系统用着很不爽,ChnSentiCorp,0,3.7,4
今天是肿么了，今天下午徐帆老师来“开讲”也是，葛大爷莫名躺枪[泪]这是什么滴节奏啊？[思考]//@林夕回?3：太犀利的问题。。,今天是肿么了 今天下午徐帆老师来 开讲 也是 葛大爷莫名躺枪 泪 这是什么滴节奏啊 思考,WEIBO,0,5.0,5
[泪]我想看《假面舞会》！！！@一二一326,泪 我想看 假面舞会,WEIBO,0,4.4,4
1.价格低。 2.模具尚可，显得不是很低档。 3.配置比较均衡，奔腾双核，刻录光驱。,1 价格低 2 模具尚可 显得不是很低档 3 配置比较均衡 奔腾双核 刻录光驱,ChnSentiCorp,1,1.5,1
?然是年?人 挪威娃娃[哈哈],然是年 人 挪威娃娃 哈哈,WEIBO,1,5.0,5
这是自有网络小说以来，这是我第一本花钱去买的小说，网上没有结尾或者加VIP的小说多了去了，唯独放不下它，从老妖的?如果?开始，让我记住了一个叫“千寻千寻”的作家，每一本书都让人心动，似乎又回到了少女时代一本本追着买琼瑶三毛的小说。她的文字是属于有灵魂的，可以让人沉淀下来的。也难怪乎被导演看上改编成电视剧了。期待下部出版的《紫藤萝》。。。,这是自有网络小说以来 这是我第一本花钱去买的小说 网上没有结尾或者加VIP的小说多了去了 唯独放不下它 从老妖的 如果 开始 让我记住了一个叫 千寻千寻 的作家 每一本书都让人心动 似乎又回到了少女时代一本本追着买琼瑶三毛的小说 她的文字是属于有灵魂的 可以让人沉淀下来的 也难怪乎被导演看上改编成电视剧了 期待下部出版的 紫藤萝,ChnSentiCorp,1,4.3,4
非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的,非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的非常不错的,ChnSentiCorp,1,5.0,5
分区时出现拒绝访问，怎么分都不行，请求帮助！ 送的1G内存条，怎么安装呢？应该不能自己擅自安装吧,分区时出现拒绝访问 怎么分都不行 请求帮助 送的1G内存条 怎么安装呢 应该不能自己擅自安装吧,ChnSentiCorp,1,5.0,5
//@高会民: //@慕眼: [怒]转~！必须严惩！[怒],怒 转 必须严惩 怒,WEIBO,0,4.4,4
阿加莎之外的另一位犯罪推理小说的大师级女作家！女作家和男作家的区别，在于擅长在逻辑严密和气氛紧张的犯罪推理之外，对人性的软弱、复杂和彼此之间可堪或不堪的关系有着细腻的观察和丰富的细节表现。小说更对女性在“法医”这一“男性”职业之种种身心压力、人际压力、规则压力的包围下，如何坚定地维护正义、呵护亲情和爱情，进行了细致入微地表现。,阿加莎之外的另一位犯罪推理小说的大师级女作家 女作家和男作家的区别 在于擅长在逻辑严密和气氛紧张的犯罪推理之外 对人性的软弱 复杂和彼此之间可堪或不堪的关系有着细腻的观察和丰富的细节表现 小说更对女性在 法医 这一 男性 职业之种种身心压力 人际压力 规则压力的包围下 如何坚定地维护正义 呵护亲情和爱情 进行了细致入微地表现,ChnSentiCorp,1,5.0,5
"这次住尖东,其实也不是很不方便.走路到弥墩道或者去海港城都不远.离星光大道很近.房间是边套的海景房,还不错,很干净,面积也大.每天有两小块巧克力送。有迎宾的水果。海景嘉逸的大堂比较小，让人感受不到五星级，服务和早餐都还不错的，周围环境也好。除了海景，离公园也很近。比住在海港城附近更舒适。",这次住尖东 其实也不是很不方便 走路到弥墩道或者去海港城都不远 离星光大道很近 房间是边套的海景房 还不错 很干净 面积也大 每天有两小块巧克力送 有迎宾的水果 海景嘉逸的大堂比较小 让人感受不到五星级 服务和早餐都还不错的 周围环境也好 除了海景 离公园也很近 比住在海港城附近更舒适,ChnSentiCorp,1,5.0,5
特别快!味道也好,特别快 味道也好,WAIMAI,1,2.9,3
我在#天香回味养生火锅#。天香回味台湾养生火锅，一个装修很清新的台湾火锅，支持台湾同胞[哈哈]墙面上是真的植物哦[鼓掌][鼓掌]~http://t.cn/zY9hKg5（来自@微美食客户端）,我在 天香回味台湾养生火锅 一个装修很清新的台湾火锅 支持台湾同胞 哈哈 墙面上是真的植物哦 鼓掌 鼓掌,WEIBO,1,5.0,5
我觉得我买一本书首先要考虑到它能带给我什么效果，是否可以学到我想学到的东西，看完这本书后，感觉拉拉这个人的性格和我的性格很像，本质比较淳朴、善良、倔强，但可能我没有她那么勤奋，那么勇敢，也没有她那么“用心”，想自己得到的一定要争取等等。也讨厌社会上现在过于复杂的人际关系斗争。我的方式一般是选择“逃跑”或者是不理睬.............呵呵 ！总得来说，这本书对于想在职场上混出样的女性来说还是值得借鉴的，呵呵。,我觉得我买一本书首先要考虑到它能带给我什么效果 是否可以学到我想学到的东西 看完这本书后 感觉拉拉这个人的性格和我的性格很像 本质比较淳朴 善良 倔强 但可能我没有她那么勤奋 那么勇敢 也没有她那么 用心 想自己得到的一定要争取等等 也讨厌社会上现在过于复杂的人际关系斗争 我的方式一般是选择 逃跑 或者是不理睬 呵呵 总得来说 这本书对于想在职场上混出样的女性来说还是值得借鉴的 呵呵,ChnSentiCorp,0,0.8,1
请注意你们的发货，我收到了2本一样的第五本，缺第四本，真是太遗憾了，整套书全废了。,请注意你们的发货 我收到了2本一样的第五本 缺第四本 真是太遗憾了 整套书全废了,ChnSentiCorp,0,5.0,5
纸张的质量也不好，文字部分更是倾斜的，盗版的很不负责任，虽然不评价胡兰成本人，但是文字还是美的，但是配上这样粗糙的纸质，真的拿在手上很影响阅读，,纸张的质量也不好 文字部分更是倾斜的 盗版的很不负责任 虽然不评价胡兰成本人 但是文字还是美的 但是配上这样粗糙的纸质 真的拿在手上很影响阅读,ChnSentiCorp,0,5.0,5
谁是狼外婆啊？ //@雪凝花璨:别听右+1的，没有大灰狼，只有狼外婆。//@Jason-无名: 嗯，我师父说的对！小孩子要乖啊，不哭，不然大灰狼会来的。//@丁丁-北京: 好啦好啦，乖啦~~不哭~~[偷笑]//@爱运动的道长: [泪]@中殷 说给你们几个哪 @雪凝花璨 @Jason-无名 @整合营销传播推动者 @雨音春水 @丁丁-北京,谁是狼外婆啊 嗯 我师父说的对 小孩子要乖啊 不哭 不然大灰狼会来的 好啦好啦 乖啦 不哭 偷笑 泪 说给你们几个哪,WEIBO,0,3.7,4
据说豆瓣小组搞得好的组长以及红人，都改行做网店了，努力流量变现……微博顶个啥用，养不来大号，养个号也好累，平台似乎也在掉价……但，豆瓣改版真是越来越渣了，难道各个业务部门要分开了么，都用不同颜色的导航……乱死了[泪],据说豆瓣小组搞得好的组长以及红人 都改行做网店了 努力流量变现 微博顶个啥用 养不来大号 养个号也好累 平台似乎也在掉价 但 豆瓣改版真是越来越渣了 难道各个业务部门要分开了么 都用不同颜色的导航 乱死了 泪,WEIBO,0,4.8,5
说了要醋要蒜一样没给送，要两个卤蛋给了两根肠，也不打电话说一声，太不上心了吧？！,说了要醋要蒜一样没给送 要两个卤蛋给了两根肠 也不打电话说一声 太不上心了吧,WAIMAI,0,2.6,3
这本书装订得很差，拿到书没看一天，就裂成好几份了。仔细一看，这书是立面贴了一长条胶状，所有的书页都靠这层胶粘着，很容易就分裂了。,这本书装订得很差 拿到书没看一天 就裂成好几份了 仔细一看 这书是立面贴了一长条胶状 所有的书页都靠这层胶粘着 很容易就分裂了,ChnSentiCorp,0,1.7,2
//@新西兰旅游局: 这样开阔的流动的美景是哪儿呢？[思考][疑问]感谢@七号情报员 分享，给正自算新西兰自驾的朋友提供个参考路线呗！[嘻嘻],这样开阔的流动的美景是哪儿呢 思考 疑问 感谢 分享 给正自算新西兰自驾的朋友提供个参考路线呗 嘻嘻,WEIBO,1,5.0,5
送餐的时间差了40多分钟，饭来了上面全是菜汤，差评！！！,送餐的时间差了40多分钟 饭来了上面全是菜汤 差评,WAIMAI,0,2.4,2
回复 @傻瓜X鱼:[泪]难道不喜欢老梅吗？ //@傻瓜X鱼:很有感觉！喜欢同程的理由之一 喜欢老吴！哈哈 //@梅华俊：每一步都很坚实……  //@丫头骗子7086: //@?小? ：哈哈。这个要转！  //@?忠? : 哈哈哈~~~ //@梅华俊:每一步都很坚实……  //@丫头骗子7086: //@?小? ：哈哈。这个要转！,回复 喜欢老吴 哈哈 哈哈 这个要转 哈哈哈 哈哈 这个要转,WEIBO,0,5.0,5
作者笔下留情啊，深圳的自由作家远远没有《离婚未遂》笔下那么潇洒。事实上，深圳是一个典型的伪文化城市。没有文学院，歌舞团被解散，越剧团正解散，深圳不是文人的立身之地啊。但是，小说确实不错。所以，我仍然强烈推荐,作者笔下留情啊 深圳的自由作家远远没有 离婚未遂 笔下那么潇洒 事实上 深圳是一个典型的伪文化城市 没有文学院 歌舞团被解散 越剧团正解散 深圳不是文人的立身之地啊 但是 小说确实不错 所以 我仍然强烈推荐,ChnSentiCorp,1,5.0,5
我不疼不疼不疼就不疼[衰],我不疼不疼不疼就不疼 衰,WEIBO,0,5.0,5
无光驱，1G内存太小，vista真烂，开机连我老公这个慢性子的人都受不了，电池太不顶用了，快递也差，说北京24小时送货，实际我等了3天,无光驱 1G内存太小 vista真烂 开机连我老公这个慢性子的人都受不了 电池太不顶用了 快递也差 说北京24小时送货 实际我等了3天,ChnSentiCorp,0,5.0,5
"牛肉口感像猪肉，连猪肉不如！,米饭一粒比一粒硬，吃了一口就全扔了！",牛肉口感像猪肉 连猪肉不如 米饭一粒比一粒硬 吃了一口就全扔了,WAIMAI,0,0.2,0
【#超级笑星#视频回顾】有钱人开着兰博基尼、法拉利，天天跟妹子泡夜店。没钱的天天宅在家，抱着微信打飞机。[抓狂]@马腾翔 @西安李小龙 演绎的愤青真是浑然天成啊~[哈哈]~再有两天，这俩西北汉子将穿着奶牛装登上《超级笑星》半决赛舞台，期待他们当晚的精彩表现哦~[偷笑]http://t.cn/8kBWfr1,视频回顾 有钱人开着兰博基尼 法拉利 天天跟妹子泡夜店 没钱的天天宅在家 抱着微信打飞机 抓狂 演绎的愤青真是浑然天成啊 哈哈 再有两天 这俩西北汉子将穿着奶牛装登上 超级笑星 半决赛舞台 期待他们当晚的精彩表现哦 偷笑,WEIBO,0,5.0,5
[鼓掌]一本本看！粲然好棒！ //@粲然:[泪]跟这些书在一起还有戏进阶吗？！（跑龙套的痛苦） //@凤凰联动:恭喜@粲然 《你是世上最好的妈妈》入选教育类好书，一本滋养妈妈的书，让妈妈把满满的爱与信心捧给孩子。每一首童诗，每一个故事都饱含着妈妈对孩子的关爱。,鼓掌 一本本看 粲然好棒 你是世上最好的妈妈 入选教育类好书 一本滋养妈妈的书 让妈妈把满满的爱与信心捧给孩子 每一首童诗 每一个故事都饱含着妈妈对孩子的关爱,WEIBO,0,5.0,5
非常不愉快的入住。朋友是晚上11：30左右到达的，此时的柜台服务只有1人，连服务生整个大堂只有3个人，因为年纪比较大，本来行李想让服务生帮忙，招手示意后他们竟然不理睬并且跑开。check in的时候连刷两张信用卡竟然说信用卡不能用，很莫名其妙。房间的设施极差，灯光很暗，酒店的东西非常破旧，真是有损5星级的标准。难怪朋友会说这家酒店的客人非常少，都吓跑掉了。还是在繁华的南京路附近，真是丢人。,非常不愉快的入住 朋友是晚上11 30左右到达的 此时的柜台服务只有1人 连服务生整个大堂只有3个人 因为年纪比较大 本来行李想让服务生帮忙 招手示意后他们竟然不理睬并且跑开 check in的时候连刷两张信用卡竟然说信用卡不能用 很莫名其妙 房间的设施极差 灯光很暗 酒店的东西非常破旧 真是有损5星级的标准 难怪朋友会说这家酒店的客人非常少 都吓跑掉了 还是在繁华的南京路附近 真是丢人,ChnSentiCorp,0,0.7,1
好开心！！终于抢到观景台了！大爱深夜双层公交车！//@Gal白: @路迦Loka 像哈巴狗一样伸着舌头一直望着车外[哈哈],好开心 终于抢到观景台了 大爱深夜双层公交车 像哈巴狗一样伸着舌头一直望着车外 哈哈,WEIBO,1,5.0,5
等了将近3个小时，都这样送餐的话不知道饿死多少人,等了将近3个小时 都这样送餐的话不知道饿死多少人,WAIMAI,0,5.0,5
优点还真找不到啊，唯一的就是价格，系统没法用，找售后不关，说一大堆话，就是要让自己搞定。,优点还真找不到啊 唯一的就是价格 系统没法用 找售后不关 说一大堆话 就是要让自己搞定,ChnSentiCorp,1,2.9,3
[害羞][泪][伤心]//@冰井散人: @周思超 开展自我批评吧,害羞 泪 伤心 开展自我批评吧,WEIBO,0,0.0,0
